"","Weekly_Sales","Holiday_Flag","Temperature","Fuel_Price","CPI","Unemployment","Store_Type","Week_type","Super_Bowl","Labour_day","Thanksgiving","Christmas"
"22",14.2259371309582,1,4.36551608254689,2.565,5.35420225685659,7.787,"03","02",0,1,0,0
"23",14.1734497713775,0,4.4080598117207,2.582,5.35433118481054,7.787,"03","01",0,0,0,0
"24",14.1169409600294,0,4.39370813944772,2.624,5.35468458364104,7.787,"03","01",0,0,0,0
"25",14.1893676890389,0,4.27513717299578,2.603,5.35503785715249,7.838,"03","01",0,0,0,0
"26",14.2264539196688,0,4.15778873477864,2.633,5.35539100590584,7.838,"03","02",0,0,0,0
"27",14.1122420605305,0,4.24649323937869,2.725,5.35593178554072,7.838,"03","01",0,0,0,0
"28",14.1406395742549,0,4.24333911489999,2.716,5.35615620012774,7.838,"03","01",0,0,0,0
"29",14.2548354195413,0,4.07312092577047,2.689,5.35638056436415,7.838,"02","02",0,0,0,0
"30",14.2172885369586,0,4.08782334523184,2.728,5.35660487827255,7.838,"02","01",0,0,0,0
"31",14.2101062608665,0,3.93983270606741,2.771,5.35606573213778,7.838,"02","01",0,0,0,0
"32",14.2947786579149,1,4.16697525325701,2.735,5.35539893468543,7.838,"02","03",0,0,1,0
"33",14.2524961545991,0,3.89731537655587,2.708,5.35473169279012,7.838,"03","02",0,0,0,0
"34",14.2947786579149,0,3.83578969942856,2.843,5.35406400491291,7.838,"03","03",0,0,0,0
"35",14.2947786579149,0,3.9088178744792,2.869,5.3537772027325,7.838,"03","03",0,0,0,0
"36",14.2947786579149,0,3.95756982038412,2.886,5.35377630303853,7.838,"03","03",0,0,0,0
"37",14.1283631848716,1,3.88011945641514,2.943,5.35377540381677,7.838,"03","01",0,0,0,1
"38",14.183434589007,0,3.8768102496724,2.976,5.35377450412118,7.742,"01","01",0,0,0,0
"39",14.1455435068006,0,3.56671182013973,2.983,5.35402361130622,7.742,"01","01",0,0,0,0
"40",14.0987367828557,0,3.78509831185448,3.016,5.3557710098868,7.742,"01","01",0,0,0,0
"41",14.0907905237404,0,3.78031851443072,3.01,5.35751536039101,7.742,"01","01",0,0,0,0
"42",14.2896491141047,0,3.7440776145787,2.989,5.35925667390461,7.742,"03","02",0,0,0,0
"43",14.2947786579149,0,4.04934719629136,3.045,5.36245526979272,7.742,"03","03",0,0,0,0
"44",14.1917529995976,0,4.1415461637064,3.065,5.36380360564654,7.742,"03","01",0,0,0,0
"45",14.2558224879505,0,3.98080252082297,3.459,5.36649483555139,7.742,"03","02",0,0,0,0
"46",14.2709194883319,0,4.13931792786483,3.488,5.36766949336173,7.742,"03","02",0,0,0,0
"47",14.2943868026355,0,4.21715199148365,3.622,5.37098398641673,7.682,"03","02",0,0,0,0
"48",14.260125222848,0,4.26647548151378,3.743,5.37199457783047,7.682,"03","02",0,0,0,0
"49",14.2632812379474,0,4.29032244546354,3.807,5.37277483794121,7.682,"03","02",0,0,0,0
"50",14.1905787865422,0,4.27708269890127,3.81,5.37355448925698,7.682,"03","01",0,0,0,0
"51",14.2947786579149,0,4.16836919757007,3.906,5.37433353319008,7.682,"03","02",0,0,0,0
"52",14.2884944792246,0,4.32598524379026,3.899,5.37511197068615,7.682,"03","02",0,0,0,0
"53",14.1719382603413,0,4.21405167158685,3.907,5.37404579740622,7.682,"03","01",0,0,0,0
"54",14.2421596003626,0,4.45910340985331,3.637,5.37062900297066,7.682,"03","02",0,0,0,0
"55",14.1793409455465,0,4.42580425701977,3.594,5.37106165094499,7.682,"03","01",0,0,0,0
"56",14.2133050486302,0,4.4491010003382,3.524,5.37149411181599,7.838,"03","02",0,0,0,0
"57",14.1905989087969,0,4.48345442730399,3.575,5.37231619456718,7.838,"03","01",0,0,0,0
"58",14.1497852531877,0,4.45166929500233,3.651,5.37260018741483,7.838,"03","01",0,0,0,0
"59",14.1172580889406,0,4.46395218407255,3.682,5.37288410009751,7.838,"03","01",0,0,0,0
"60",14.2376014158314,0,4.50821865991164,3.638,5.37345168375801,7.838,"03","02",0,0,0,0
"61",14.2412758362403,0,4.49914278134256,3.554,5.37374626557217,7.838,"03","02",0,0,0,0
"62",14.2539133618327,0,4.47540312792903,3.533,5.37433880389475,7.838,"03","02",0,0,0,0
"63",14.2475989275814,1,4.33073334028633,3.546,5.3746349414449,7.838,"03","02",0,1,0,0
"64",14.1480908235393,0,4.37814410740966,3.355,5.37856280674687,7.838,"03","01",0,0,0,0
"65",14.2947786579149,0,4.23858919592989,3.285,5.38010640265591,7.838,"03","02",0,0,0,0
"66",14.2166502783892,0,4.27304847210414,3.274,5.38153321893023,7.838,"03","02",0,0,0,0
"67",14.2226827282124,0,4.1543415361284,3.353,5.38227230162424,7.838,"03","02",0,0,0,0
"68",14.1837922452957,0,4.19825402561261,3.372,5.38301083847843,7.838,"03","01",0,0,0,0
"69",14.2823459799875,0,4.07940011483628,3.297,5.38448627788812,7.838,"02","02",0,0,0,0
"70",14.2469576584374,0,4.13115853534482,3.308,5.38550605981621,7.838,"02","02",0,0,0,0
"71",14.2755168486895,0,3.88998187455127,3.172,5.38776829304051,7.838,"03","02",0,0,0,0
"72",14.2947786579149,0,3.78259745798769,3.158,5.38889749363369,7.838,"03","03",0,0,0,0
"73",14.2947786579149,0,3.94410289889156,3.159,5.38989081573521,7.838,"03","03",0,0,0,0
"74",14.2192827138372,1,3.79661215391682,3.129,5.39151618171719,7.838,"03","02",0,0,0,1
"75",14.2540041184856,0,3.89202435892146,3.157,5.39232787532756,7.348,"01","02",0,0,0,0
"76",14.1936737851336,0,3.88218216341712,3.261,5.39313891017096,7.348,"01","02",0,0,0,0
"77",14.1479703555075,0,3.99101901165464,3.268,5.39356249560024,7.348,"01","01",0,0,0,0
"78",14.2947786579149,0,4.03512520256213,3.36,5.39440912856467,7.348,"03","03",0,0,0,0
"79",14.2947786579149,1,3.87161759079311,3.409,5.39483217640324,7.348,"03","03",1,0,0,0
"80",14.2947786579149,0,3.81374843615981,3.51,5.39556094250057,7.348,"03","03",0,0,0,0
"81",14.2468953823736,0,4.04742764243435,3.555,5.3965183729747,7.348,"03","02",0,0,0,0
"82",14.2947786579149,0,4.11021791137839,3.63,5.39747488765245,7.348,"03","03",0,0,0,0
"83",14.2947786579149,0,4.07346135130568,3.669,5.39843048783174,7.348,"03","03",0,0,0,0
"84",14.2947786579149,0,4.1703792484981,3.734,5.39912067328547,7.348,"03","03",0,0,0,0
"85",14.2947786579149,0,4.21375590110259,3.845,5.39979490675481,7.348,"03","03",0,0,0,0
"86",14.2947786579149,0,4.25461930875732,3.891,5.40013185286874,7.143,"03","03",0,0,0,0
"87",14.2947786579149,0,4.23512048310088,3.891,5.40046868548822,7.143,"03","03",0,0,0,0
"88",14.2352584267663,0,4.20110409879363,3.877,5.40071181943747,7.143,"03","02",0,0,0,0
"89",14.2947786579149,0,4.32479468871875,3.749,5.40119790961434,7.143,"03","03",0,0,0,0
"90",14.292425281735,0,4.30095214489621,3.688,5.40144086635061,7.143,"03","03",0,0,0,0
"91",14.2829495701392,0,4.25319845031993,3.63,5.40151758343989,7.143,"03","02",0,0,0,0
"92",14.2572719469827,0,4.34665849083609,3.561,5.4015278204788,7.143,"03","02",0,0,0,0
"93",14.2947786579149,0,4.35606759550379,3.501,5.40153805696194,7.143,"03","03",0,0,0,0
"94",14.2947786579149,0,4.37386844697242,3.393,5.40160763016217,7.143,"03","03",0,0,0,0
"95",14.239369333931,0,4.36169636820063,3.346,5.40178969565308,7.143,"03","02",0,0,0,0
"96",14.2947786579149,0,4.40146154731249,3.227,5.40215372632017,6.908,"03","03",0,0,0,0
"97",14.2196112423362,0,4.38726290146913,3.311,5.40237430306565,6.908,"03","02",0,0,0,0
"98",14.1795449515976,0,4.41473580908359,3.407,5.40241291176801,6.908,"03","01",0,0,0,0
"99",14.2947786579149,0,4.45562554870807,3.417,5.40245151943034,6.908,"03","03",0,0,0,0
"100",14.2807591310784,0,4.44323931884187,3.494,5.40249012515164,6.908,"03","02",0,0,0,0
"101",14.2841808299341,0,4.44088499168024,3.571,5.40285038897776,6.908,"03","02",0,0,0,0
"102",14.2170495556441,0,4.35234032430352,3.62,5.40345161225875,6.908,"03","02",0,0,0,0
"103",14.2742531439986,0,4.38813295310564,3.638,5.40405247428749,6.908,"03","02",0,0,0,0
"104",14.2947786579149,1,4.43034049495243,3.73,5.40465297549784,6.908,"03","03",0,1,0,0
"105",14.2325279276706,0,4.31708803351497,3.717,5.40529565974781,6.908,"03","02",0,0,0,0
"106",14.2250513890182,0,4.24663637256436,3.721,5.406192990368,6.908,"03","02",0,0,0,0
"107",14.1781094029026,0,4.33178541823713,3.666,5.40708951650777,6.908,"03","01",0,0,0,0
"108",14.2263404299585,0,4.21906643135855,3.594,5.40907902459018,6.573,"03","02",0,0,0,0
